customer_id,location,service_plan,data_usage,call_duration,complaints,churn
359429,Lalitpur,Premium,9.79,584,0,1
512474,Biratnagar,Standard,5.38,470,0,0
857506,Dharan,Standard,9.42,110,3,0
365023,Dharan,Standard,3.92,300,5,0
954838,Biratnagar,Basic,2.89,359,3,1
152874,Butwal,Premium,9.7,23,2,0
716991,Dharan,Premium,0.76,250,0,1
702446,Lalitpur,Standard,3.66,447,2,1
772640,Butwal,Premium,1.28,350,4,1
912194,Dharan,Basic,6.34,583,2,0
664359,Lalitpur,Standard,5.16,490,1,1
592405,Bhaktapur,Basic,3.2,246,2,1
547995,Butwal,Basic,7.2,291,1,1
796343,Dharan,Standard,9.08,167,3,1
282789,Butwal,Basic,5.7,422,4,1
713629,Lalitpur,Standard,4.25,592,2,1
396630,Pokhara,Standard,6.78,498,3,0
684372,Biratnagar,Basic,2.83,143,3,0
391617,Bhaktapur,Premium,9.76,497,2,1
581954,Biratnagar,Premium,3.56,117,5,1
808681,Lalitpur,Standard,8.28,207,2,0
294276,Butwal,Basic,9.3,153,5,1
741690,Bhaktapur,Standard,5.2,446,5,1
369528,Lalitpur,Premium,3.65,313,4,1
723957,Lalitpur,Premium,3.73,66,3,0
921973,Bhaktapur,Premium,0.4,422,3,0
796751,Lalitpur,Premium,3.57,216,1,0
118181,Biratnagar,Premium,3.36,490,3,1
439631,Bhaktapur,Premium,9.41,174,1,1
612856,Pokhara,Premium,5.61,236,0,0
104065,Butwal,Standard,3.25,68,3,0
858266,Kathmandu,Premium,1.65,169,2,1
986342,Butwal,Standard,3.06,115,3,0
599195,Biratnagar,Premium,0.14,325,5,1
330783,Biratnagar,Premium,4.74,481,3,0
184187,Bhaktapur,Basic,2.69,134,4,0
508925,Kathmandu,Basic,8.74,265,2,1
893946,Lalitpur,Basic,6.42,314,0,1
376281,Pokhara,Basic,3.49,465,2,1
359425,Kathmandu,Standard,5.21,459,5,0
565677,Kathmandu,Premium,5.84,179,5,1
531681,Butwal,Premium,2.24,237,2,0
462775,Lalitpur,Basic,3.8,23,4,1
348112,Dharan,Standard,6.87,506,5,0
881378,Biratnagar,Basic,7.53,182,5,1
872912,Bhaktapur,Premium,8.15,433,4,0
739862,Butwal,Basic,5.48,212,3,1
683314,Butwal,Standard,1.83,255,0,1
267387,Pokhara,Standard,5.92,562,0,0
274520,Lalitpur,Standard,9.05,382,1,1
590524,Biratnagar,Premium,1.2,352,0,1
858864,Pokhara,Premium,0.48,170,1,1
831952,Pokhara,Basic,9.58,143,1,1
384909,Bhaktapur,Standard,4.28,454,5,1
169425,Biratnagar,Basic,4.2,70,1,1
967688,Biratnagar,Standard,6.25,457,0,0
934012,Butwal,Premium,1.47,540,1,1
753388,Dharan,Basic,1.28,277,0,0
292687,Kathmandu,Basic,8.95,432,1,0
578089,Lalitpur,Premium,7.42,568,3,1
939462,Kathmandu,Basic,3.73,489,2,0
849102,Kathmandu,Standard,6.51,140,1,1
768352,Biratnagar,Premium,5.22,217,4,1
244031,Kathmandu,Standard,6.72,230,4,0
827921,Lalitpur,Basic,3.8,103,3,1
993086,Biratnagar,Basic,1.39,574,1,0
394025,Butwal,Standard,9.98,15,1,1
166690,Bhaktapur,Standard,4.01,279,0,1
980134,Bhaktapur,Premium,7.6,436,2,0
985446,Bhaktapur,Basic,0.85,390,1,1
228168,Kathmandu,Standard,8.6,208,4,1
225245,Kathmandu,Basic,9.51,329,3,0
112851,Biratnagar,Standard,7.52,299,0,1
398603,Lalitpur,Premium,0.81,478,5,1
238704,Biratnagar,Standard,7.65,591,0,0
846563,Butwal,Standard,8.05,204,0,1
118954,Dharan,Premium,0.59,412,5,0
742823,Bhaktapur,Standard,3.9,408,3,0
742051,Dharan,Premium,6.68,493,1,0
184096,Pokhara,Premium,8.48,117,1,1
118625,Dharan,Premium,2.51,317,2,1
936605,Dharan,Premium,3.61,555,5,0
278894,Lalitpur,Premium,9.9,234,3,0
405724,Butwal,Premium,7.91,310,2,0
560199,Biratnagar,Premium,2.85,312,0,0
943623,Kathmandu,Standard,2.68,235,1,0
634512,Pokhara,Standard,5.77,433,2,0
368203,Bhaktapur,Standard,0.7,254,1,1
591147,Kathmandu,Standard,5.63,251,4,0
395260,Kathmandu,Premium,7.77,275,5,1
262039,Pokhara,Standard,0.67,122,5,0
248648,Dharan,Basic,1.39,276,5,1
187894,Kathmandu,Premium,4.16,449,1,1
597230,Butwal,Standard,6.31,37,4,0
705020,Pokhara,Basic,9.8,281,3,0
258655,Lalitpur,Premium,5.42,109,3,0
275148,Lalitpur,Premium,1.0,319,1,0
571241,Kathmandu,Premium,2.68,117,5,1
156815,Butwal,Basic,8.09,67,3,1
560577,Biratnagar,Standard,2.67,561,5,0
656806,Biratnagar,Standard,9.69,44,3,0
804581,Lalitpur,Basic,2.38,412,0,0
298968,Pokhara,Standard,8.1,388,2,1
741713,Butwal,Basic,3.24,557,2,0
631871,Pokhara,Premium,4.31,80,4,1
874359,Biratnagar,Premium,1.1,395,5,1
112632,Biratnagar,Standard,8.16,98,4,0
471623,Lalitpur,Basic,2.97,10,1,1
895137,Butwal,Premium,6.9,123,1,1
459599,Pokhara,Standard,0.14,447,3,1
455211,Butwal,Premium,8.79,283,5,0
258314,Kathmandu,Basic,6.19,257,2,0
885574,Dharan,Standard,5.17,561,2,1
178975,Butwal,Premium,4.21,440,1,1
523132,Pokhara,Premium,2.19,370,2,0
916319,Pokhara,Premium,5.37,596,0,1
106184,Bhaktapur,Basic,0.81,380,1,0
410765,Lalitpur,Basic,8.42,69,0,1
332735,Pokhara,Premium,9.61,72,0,0
609697,Kathmandu,Premium,4.91,86,0,0
579130,Lalitpur,Basic,3.31,98,0,1
837748,Kathmandu,Premium,9.97,512,3,1
705057,Biratnagar,Basic,0.57,349,4,1
247902,Butwal,Standard,9.85,312,0,1
818397,Lalitpur,Basic,1.42,338,1,0
350900,Lalitpur,Premium,6.16,242,3,0
162950,Butwal,Premium,0.61,182,4,1
795053,Butwal,Premium,2.42,574,2,0
950378,Bhaktapur,Premium,3.45,564,0,1
994122,Lalitpur,Standard,6.1,283,4,0
455329,Kathmandu,Basic,2.17,146,3,1
158801,Pokhara,Basic,0.54,411,5,0
264258,Lalitpur,Basic,8.16,243,2,1
380114,Biratnagar,Standard,1.34,418,5,1
597623,Bhaktapur,Standard,1.6,116,3,0
342183,Kathmandu,Premium,5.93,276,2,1
490846,Biratnagar,Basic,2.82,383,1,1
376275,Pokhara,Premium,6.38,491,5,1
533341,Pokhara,Premium,7.94,396,2,1
846820,Dharan,Basic,3.9,39,1,0
271436,Biratnagar,Premium,2.23,440,1,1
142929,Biratnagar,Basic,8.16,337,4,0
454241,Bhaktapur,Basic,7.42,436,0,1
187336,Kathmandu,Standard,3.29,21,3,0
955082,Kathmandu,Basic,3.26,394,3,1
254052,Pokhara,Basic,8.02,532,1,0
396662,Biratnagar,Standard,1.49,210,4,1
941537,Pokhara,Standard,7.67,238,4,0
439760,Biratnagar,Standard,3.43,504,2,1
105311,Lalitpur,Basic,6.81,561,3,1
754954,Kathmandu,Premium,1.24,31,4,0
389881,Kathmandu,Basic,4.65,391,0,1
124738,Dharan,Premium,4.04,31,1,1
429024,Pokhara,Basic,2.81,334,3,1
677987,Lalitpur,Basic,1.25,320,1,1
212095,Lalitpur,Premium,6.09,425,0,1
545807,Pokhara,Basic,3.64,337,0,0
937530,Biratnagar,Premium,6.62,93,4,1
396950,Lalitpur,Standard,4.6,118,3,1
405239,Butwal,Premium,2.14,131,0,1
347196,Bhaktapur,Standard,7.63,456,5,0
881995,Pokhara,Basic,7.49,447,4,1
624354,Kathmandu,Standard,1.3,415,0,0
947265,Bhaktapur,Standard,9.69,517,4,1
363284,Lalitpur,Basic,0.52,343,5,1
807277,Bhaktapur,Standard,6.84,579,5,0
758759,Butwal,Premium,5.51,273,4,1
803440,Butwal,Premium,4.92,516,3,0
797445,Butwal,Standard,9.36,523,0,1
856503,Lalitpur,Premium,7.6,579,3,0
507505,Kathmandu,Basic,2.53,143,4,1
798690,Bhaktapur,Basic,2.83,545,5,1
942923,Butwal,Premium,6.36,299,1,0
195630,Kathmandu,Basic,6.6,431,5,1
895818,Butwal,Premium,5.47,355,2,0
106824,Dharan,Basic,0.59,250,3,0
346058,Pokhara,Standard,9.85,272,3,0
597820,Bhaktapur,Basic,6.98,404,4,0
527498,Pokhara,Standard,2.85,465,1,0
386658,Bhaktapur,Basic,4.93,51,2,0
735187,Dharan,Premium,1.61,263,3,0
668121,Pokhara,Basic,1.84,345,2,1
584169,Pokhara,Basic,8.97,195,1,1
296892,Butwal,Basic,2.53,234,1,1
853359,Butwal,Basic,5.58,437,4,1
883786,Bhaktapur,Premium,7.98,128,1,0
392196,Lalitpur,Standard,8.78,71,1,1
471310,Kathmandu,Premium,1.17,360,3,1
806205,Biratnagar,Standard,5.35,155,1,1
895972,Pokhara,Standard,1.1,385,3,0
445320,Kathmandu,Premium,6.09,517,2,0
344249,Biratnagar,Standard,1.68,106,3,0
918460,Dharan,Standard,6.36,511,5,0
896476,Dharan,Basic,1.38,97,3,1
656354,Bhaktapur,Standard,1.63,577,5,0
347236,Butwal,Basic,0.2,585,1,1
175646,Lalitpur,Basic,3.2,461,0,0
558436,Biratnagar,Premium,3.91,65,2,1
887242,Bhaktapur,Premium,8.8,172,3,0
834180,Biratnagar,Basic,0.84,407,3,1
121901,Pokhara,Standard,4.73,66,2,1
174601,Lalitpur,Standard,0.17,226,4,1
860245,Pokhara,Basic,3.53,560,2,1
487556,Butwal,Premium,5.0,197,3,1
662972,Pokhara,Basic,1.18,348,2,1
785201,Kathmandu,Basic,7.41,589,5,0
547435,Dharan,Premium,4.03,401,1,1
836055,Butwal,Standard,4.73,278,2,0
698767,Biratnagar,Standard,5.44,264,3,0
523509,Kathmandu,Premium,3.06,361,4,1
907268,Pokhara,Premium,0.8,448,2,1
560036,Kathmandu,Standard,5.38,325,4,1
544971,Biratnagar,Premium,5.48,250,3,1
437462,Biratnagar,Standard,8.12,255,5,1
500605,Pokhara,Premium,7.33,166,4,1
561008,Dharan,Standard,0.28,481,0,0
526574,Dharan,Standard,2.4,166,4,1
947860,Kathmandu,Basic,9.17,196,3,0
380464,Kathmandu,Basic,7.01,595,2,1
285522,Biratnagar,Standard,0.32,340,3,0
515749,Biratnagar,Basic,4.09,165,3,1
425257,Pokhara,Standard,6.96,216,5,0
327818,Biratnagar,Basic,3.06,514,5,0
270174,Pokhara,Standard,1.64,448,2,0
296973,Dharan,Standard,5.15,54,5,0
254770,Butwal,Basic,2.16,356,1,1
434734,Dharan,Basic,5.8,432,0,1
893351,Bhaktapur,Standard,6.23,77,5,1
473067,Pokhara,Standard,0.1,151,2,1
971757,Lalitpur,Basic,9.13,419,1,0
265153,Kathmandu,Basic,2.89,229,2,0
965764,Bhaktapur,Standard,6.76,538,3,0
682576,Dharan,Premium,4.3,88,4,1
863974,Pokhara,Basic,1.43,342,0,0
232400,Lalitpur,Premium,5.75,219,2,0
665288,Bhaktapur,Premium,5.34,561,1,0
907720,Lalitpur,Basic,5.56,367,1,0
814688,Biratnagar,Standard,1.36,320,4,0
108614,Dharan,Premium,9.22,202,1,0
552937,Kathmandu,Standard,4.48,109,5,0
653279,Butwal,Basic,7.92,435,1,1
900835,Kathmandu,Basic,5.6,311,2,0
547963,Biratnagar,Standard,0.35,347,4,1
826553,Kathmandu,Premium,9.12,567,0,0
578419,Dharan,Standard,1.33,160,2,1
211328,Biratnagar,Premium,8.89,145,3,1
354919,Butwal,Premium,4.75,214,5,1
468429,Kathmandu,Standard,6.1,225,2,1
178733,Pokhara,Standard,7.88,503,1,1
157233,Butwal,Premium,5.81,153,5,1
992857,Biratnagar,Premium,7.83,275,1,0
635423,Butwal,Basic,8.18,546,0,1
142926,Pokhara,Standard,2.52,289,2,0
384188,Lalitpur,Premium,8.67,230,1,1
995719,Butwal,Standard,0.41,135,2,0
127882,Biratnagar,Premium,9.46,536,2,0
889461,Bhaktapur,Basic,4.46,395,5,0
386356,Bhaktapur,Basic,7.02,88,5,1
781773,Bhaktapur,Premium,1.35,338,5,0
747274,Kathmandu,Basic,3.27,258,5,1
688778,Kathmandu,Premium,7.62,465,4,0
830648,Dharan,Basic,4.26,181,3,0
388275,Biratnagar,Basic,9.73,595,3,1
502129,Butwal,Premium,1.85,198,4,0
687470,Pokhara,Standard,4.41,426,3,0
149169,Dharan,Premium,4.88,245,5,1
627147,Pokhara,Standard,1.92,166,3,0
991718,Dharan,Standard,1.07,97,5,0
777021,Kathmandu,Standard,6.23,379,1,0
233667,Butwal,Premium,9.41,488,4,1
373138,Biratnagar,Standard,3.82,223,0,1
995237,Dharan,Premium,8.16,531,2,0
593009,Kathmandu,Standard,0.84,490,2,1
105623,Dharan,Standard,3.39,482,5,1
111010,Pokhara,Premium,7.65,92,0,1
170460,Biratnagar,Standard,1.81,62,5,0
971240,Lalitpur,Standard,7.93,198,4,1
788160,Kathmandu,Standard,1.45,370,5,0
514807,Pokhara,Basic,7.1,140,3,1
111560,Bhaktapur,Premium,4.97,167,4,0
702168,Kathmandu,Premium,6.56,408,3,0
649031,Kathmandu,Basic,3.43,114,5,1
708853,Bhaktapur,Standard,5.18,40,0,0
642470,Bhaktapur,Basic,1.73,115,4,1
592878,Biratnagar,Basic,3.39,25,5,0
133789,Biratnagar,Premium,4.14,331,1,0
763944,Dharan,Premium,7.26,337,1,1
165698,Biratnagar,Standard,2.68,412,2,1
836134,Butwal,Standard,5.29,589,4,1
125839,Dharan,Basic,3.56,559,0,0
549776,Lalitpur,Standard,0.97,569,0,1
536716,Kathmandu,Premium,0.24,100,0,0
732678,Butwal,Premium,5.42,501,3,1
620968,Dharan,Standard,3.27,402,5,0
824938,Butwal,Basic,6.27,249,0,0
559125,Lalitpur,Premium,9.77,172,1,0
129882,Lalitpur,Standard,8.74,553,0,1
478085,Butwal,Standard,5.9,537,0,1
141819,Dharan,Standard,6.1,558,4,0
978074,Dharan,Premium,8.07,229,5,1
898395,Butwal,Premium,2.39,492,4,0
322759,Dharan,Premium,5.71,578,2,1
592493,Bhaktapur,Premium,4.64,335,3,1
972526,Dharan,Premium,1.42,204,5,0
657366,Kathmandu,Premium,9.76,135,0,1
636563,Butwal,Basic,6.09,123,2,1
188078,Lalitpur,Premium,9.39,449,5,1
323560,Bhaktapur,Basic,5.88,571,2,1
729019,Biratnagar,Premium,7.95,341,2,1
591023,Butwal,Basic,3.18,103,2,0
862522,Kathmandu,Standard,1.1,145,3,0
884758,Biratnagar,Basic,9.06,129,2,0
102953,Butwal,Premium,2.46,46,0,1
703844,Kathmandu,Standard,9.79,168,5,0
893489,Pokhara,Basic,0.52,554,5,1
231580,Lalitpur,Premium,5.92,418,5,1
158678,Dharan,Basic,9.06,128,2,1
853801,Bhaktapur,Basic,7.94,358,1,0
904699,Biratnagar,Basic,0.4,374,3,1
783646,Kathmandu,Standard,8.6,275,4,1
291686,Lalitpur,Basic,5.76,121,3,1
804087,Butwal,Standard,4.71,500,4,1
647005,Kathmandu,Basic,9.55,530,4,0
157228,Kathmandu,Premium,4.6,192,1,1
723766,Bhaktapur,Premium,5.02,448,1,0
483374,Kathmandu,Standard,5.98,495,3,0
483172,Bhaktapur,Premium,3.94,122,5,0
630544,Biratnagar,Premium,5.54,274,1,0
701592,Kathmandu,Premium,4.63,56,4,1
271485,Biratnagar,Standard,6.8,45,4,0
816169,Bhaktapur,Standard,6.03,90,1,0
555647,Pokhara,Premium,4.09,121,2,0
144419,Lalitpur,Premium,3.58,68,5,0
799300,Dharan,Basic,5.85,487,4,1
160223,Dharan,Standard,6.32,110,4,1
844696,Pokhara,Premium,2.07,302,4,1
564444,Bhaktapur,Standard,9.55,292,2,0
677969,Kathmandu,Premium,4.56,482,0,1
266075,Butwal,Standard,7.89,144,4,1
426921,Butwal,Basic,2.39,397,2,0
294967,Dharan,Standard,3.69,435,0,0
619997,Butwal,Basic,7.07,347,1,1
105666,Dharan,Standard,0.36,186,0,1
859555,Biratnagar,Premium,2.93,551,2,1
445543,Pokhara,Premium,3.12,21,3,1
744642,Kathmandu,Premium,2.58,260,0,0
762804,Bhaktapur,Basic,5.37,335,1,0
830396,Dharan,Premium,8.62,293,3,1
800371,Biratnagar,Premium,9.43,576,2,1
266126,Pokhara,Standard,8.2,521,2,0
290424,Biratnagar,Standard,1.19,452,1,0
226580,Kathmandu,Standard,6.73,487,5,1
985558,Biratnagar,Basic,9.26,417,2,1
305376,Dharan,Premium,6.69,281,0,0
972645,Lalitpur,Standard,9.26,192,2,1
914362,Lalitpur,Premium,8.28,361,5,0
361588,Dharan,Premium,8.45,452,2,0
470029,Kathmandu,Premium,5.68,27,4,0
200291,Biratnagar,Basic,7.42,457,5,1
698671,Dharan,Standard,0.55,537,4,1
364913,Kathmandu,Basic,2.16,257,4,1
531712,Bhaktapur,Basic,2.28,218,3,0
333709,Lalitpur,Standard,8.53,338,3,1
491329,Butwal,Premium,7.62,459,4,1
390063,Kathmandu,Standard,8.45,376,5,0
648117,Biratnagar,Basic,9.32,307,5,0
960430,Bhaktapur,Standard,8.27,27,1,0
308971,Pokhara,Standard,2.24,500,2,1
210453,Kathmandu,Premium,7.41,531,4,0
384963,Butwal,Basic,6.93,312,5,1
969970,Biratnagar,Premium,9.65,67,3,1
324376,Pokhara,Premium,5.68,84,5,1
974315,Kathmandu,Premium,8.98,575,2,0
539304,Kathmandu,Premium,6.37,559,0,0
657841,Kathmandu,Premium,4.89,100,0,1
467191,Lalitpur,Premium,4.93,546,3,1
117052,Bhaktapur,Premium,3.76,334,3,1
319126,Butwal,Premium,9.11,427,4,1
984531,Bhaktapur,Basic,2.69,86,2,0
584780,Bhaktapur,Standard,1.91,425,4,0
880296,Dharan,Premium,2.27,427,0,1
169302,Kathmandu,Premium,4.64,351,1,1
569417,Pokhara,Premium,2.34,107,1,1
609213,Kathmandu,Basic,7.87,463,3,1
240736,Butwal,Standard,5.71,396,0,1
100776,Lalitpur,Basic,0.88,381,3,1
274285,Kathmandu,Basic,7.52,221,2,0
882748,Dharan,Standard,4.95,427,1,0
438291,Butwal,Basic,5.88,182,2,1
534232,Dharan,Standard,1.72,96,1,1
114650,Bhaktapur,Standard,1.44,80,5,0
674376,Pokhara,Standard,1.33,227,3,1
557934,Pokhara,Basic,0.82,464,1,1
758891,Bhaktapur,Standard,3.72,290,1,1
508614,Lalitpur,Basic,2.86,519,4,0
839865,Lalitpur,Standard,2.98,191,5,1
306977,Kathmandu,Premium,9.97,149,2,0
767952,Bhaktapur,Standard,8.02,340,3,1
134397,Biratnagar,Premium,1.84,56,5,1
957312,Lalitpur,Standard,1.62,461,4,1
323866,Dharan,Basic,7.18,157,0,0
410038,Bhaktapur,Standard,9.09,405,2,0
660829,Butwal,Basic,3.58,202,5,1
692994,Kathmandu,Standard,1.62,319,3,1
995077,Pokhara,Premium,0.22,106,4,1
486721,Kathmandu,Basic,3.12,533,0,1
983354,Kathmandu,Premium,0.85,560,3,0
770407,Kathmandu,Premium,8.35,173,0,1
526767,Pokhara,Basic,9.96,300,3,0
778096,Dharan,Basic,3.12,349,2,1
433542,Pokhara,Standard,5.06,329,3,0
676883,Biratnagar,Premium,7.82,78,4,1
600613,Butwal,Basic,8.5,287,3,1
373991,Dharan,Basic,2.16,326,4,1
986901,Bhaktapur,Premium,4.5,145,2,1
305613,Dharan,Basic,2.08,250,2,0
138539,Bhaktapur,Standard,3.39,102,2,1
741301,Pokhara,Standard,9.8,208,5,0
270259,Pokhara,Basic,0.28,586,2,0
332977,Kathmandu,Standard,3.16,590,2,0
792825,Kathmandu,Basic,0.68,92,4,0
261850,Bhaktapur,Standard,0.44,555,2,0
962896,Pokhara,Basic,1.85,283,4,1
593085,Dharan,Basic,3.19,107,1,0
171472,Bhaktapur,Premium,1.03,425,1,0
580521,Butwal,Standard,6.79,242,0,1
360476,Lalitpur,Standard,2.16,238,0,0
542967,Lalitpur,Basic,4.18,46,2,0
427807,Pokhara,Premium,4.31,555,0,1
730991,Lalitpur,Standard,6.18,406,1,0
574597,Bhaktapur,Standard,4.6,68,5,0
441453,Lalitpur,Premium,7.03,95,1,1
389278,Biratnagar,Basic,7.94,324,3,0
169429,Biratnagar,Basic,1.71,324,1,0
904953,Dharan,Standard,9.76,386,5,1
834993,Pokhara,Standard,9.62,158,0,1
606824,Butwal,Basic,3.66,100,5,1
948525,Kathmandu,Basic,4.73,498,5,1
200386,Kathmandu,Standard,8.56,276,4,0
790274,Bhaktapur,Basic,3.16,442,4,0
535970,Bhaktapur,Basic,5.85,487,1,1
121476,Bhaktapur,Premium,6.45,159,3,0
381130,Lalitpur,Standard,9.33,247,1,0
425542,Lalitpur,Premium,6.01,486,4,1
685083,Lalitpur,Standard,0.26,581,3,1
379893,Kathmandu,Standard,6.58,487,5,0
836517,Kathmandu,Premium,9.01,41,3,0
897388,Pokhara,Basic,8.35,468,3,0
486380,Bhaktapur,Standard,1.42,188,1,0
812419,Pokhara,Standard,1.27,418,4,1
783130,Dharan,Basic,8.65,471,1,0
536516,Kathmandu,Premium,0.32,19,1,1
824154,Dharan,Premium,5.21,25,4,0
682730,Lalitpur,Premium,1.89,469,5,1
162810,Dharan,Premium,1.98,498,3,1
500961,Pokhara,Standard,7.93,230,4,0
874894,Pokhara,Premium,8.35,97,3,0
413281,Bhaktapur,Standard,4.82,455,1,1
603401,Bhaktapur,Basic,4.19,97,2,1
694094,Dharan,Basic,4.55,141,5,0
606298,Butwal,Standard,1.95,149,4,0
742022,Dharan,Basic,1.02,418,3,1
140143,Butwal,Basic,7.9,562,1,1
401777,Bhaktapur,Basic,3.53,103,3,0
885630,Butwal,Premium,7.06,375,4,0
184008,Dharan,Basic,9.96,480,2,1
921518,Dharan,Premium,2.95,467,1,0
915529,Biratnagar,Basic,4.64,139,5,0
477981,Lalitpur,Standard,4.89,591,5,1
323248,Butwal,Premium,5.16,433,3,0
161157,Dharan,Standard,3.09,373,0,0
183443,Kathmandu,Basic,3.89,306,1,0
520292,Biratnagar,Standard,7.6,192,1,0
285454,Dharan,Standard,1.79,168,4,0
975602,Pokhara,Premium,5.28,580,1,1
148171,Kathmandu,Standard,9.04,60,0,1
482921,Dharan,Basic,8.73,117,3,1
724176,Dharan,Basic,3.31,196,0,1
997806,Butwal,Standard,0.31,81,3,1
866557,Biratnagar,Premium,4.73,40,2,0
213599,Dharan,Basic,0.45,404,4,1
689878,Dharan,Basic,5.08,250,5,0
544980,Dharan,Premium,6.16,311,1,1
836365,Biratnagar,Basic,1.41,43,5,0
349441,Dharan,Basic,9.9,221,4,0
763799,Butwal,Standard,5.44,504,0,0
316393,Kathmandu,Premium,6.75,414,4,0
257955,Kathmandu,Premium,4.35,289,5,1
665573,Bhaktapur,Standard,0.45,33,1,0
944280,Bhaktapur,Standard,9.65,430,4,1
599688,Kathmandu,Premium,9.66,429,3,0
689569,Dharan,Premium,4.35,469,5,1
337954,Biratnagar,Basic,3.03,570,5,0
788725,Pokhara,Premium,5.49,482,2,1
887053,Pokhara,Basic,8.31,223,4,0
649832,Lalitpur,Standard,7.35,337,5,0
238057,Butwal,Standard,4.99,549,0,0
790110,Butwal,Standard,2.37,582,5,1
896910,Biratnagar,Standard,1.29,107,2,1
782173,Lalitpur,Basic,7.29,117,5,0
509664,Biratnagar,Basic,7.89,535,5,1
110629,Biratnagar,Premium,9.81,72,3,1
347219,Pokhara,Standard,3.83,553,5,0
870723,Lalitpur,Premium,10.0,43,0,0
205567,Bhaktapur,Premium,1.46,138,3,1
387574,Lalitpur,Standard,0.31,378,3,1
942836,Pokhara,Standard,4.11,49,2,1
407678,Butwal,Premium,3.84,290,0,1
117156,Dharan,Basic,0.87,439,2,0
292002,Pokhara,Basic,7.84,209,5,1
782927,Kathmandu,Standard,5.9,237,5,1
621146,Lalitpur,Premium,5.04,78,3,1
202205,Bhaktapur,Premium,3.94,388,0,1
956356,Butwal,Premium,9.08,266,0,1
411780,Kathmandu,Premium,4.05,204,0,1
938972,Lalitpur,Premium,0.92,159,5,0
554751,Pokhara,Standard,7.59,439,5,0
306346,Bhaktapur,Standard,8.62,331,3,0
121693,Bhaktapur,Premium,0.27,522,5,1
544486,Pokhara,Standard,8.36,322,3,0
865135,Bhaktapur,Premium,7.28,288,3,0
443506,Biratnagar,Premium,5.84,222,5,1
508426,Dharan,Premium,8.69,410,4,1
878225,Butwal,Premium,7.73,200,0,1
315168,Lalitpur,Standard,3.01,511,1,1
269193,Biratnagar,Standard,0.97,52,2,1
612318,Kathmandu,Basic,1.66,583,3,0
341406,Biratnagar,Standard,7.35,175,3,0
195085,Bhaktapur,Basic,0.77,432,4,0
619989,Dharan,Premium,0.29,159,0,1
266765,Biratnagar,Standard,8.9,544,0,1
375038,Kathmandu,Premium,7.5,180,2,0
247577,Bhaktapur,Premium,3.55,515,5,1
792132,Pokhara,Basic,5.9,550,5,0
805447,Butwal,Standard,7.93,429,1,1
488504,Lalitpur,Standard,4.97,196,2,1
502582,Biratnagar,Premium,4.08,424,0,1
954979,Pokhara,Premium,4.81,38,4,0
757963,Biratnagar,Basic,8.42,365,1,1
466169,Biratnagar,Standard,5.3,450,0,1
929661,Kathmandu,Basic,8.39,417,5,1
429924,Kathmandu,Basic,7.94,132,3,0
487586,Dharan,Standard,5.5,323,3,0
112317,Biratnagar,Standard,6.02,310,0,1
930428,Pokhara,Basic,9.28,530,4,1
873758,Lalitpur,Basic,3.57,463,4,0
675854,Kathmandu,Basic,6.79,494,0,1
566307,Lalitpur,Standard,6.05,221,0,0
488084,Bhaktapur,Basic,4.3,520,1,0
447991,Pokhara,Basic,7.49,505,4,1
699334,Dharan,Basic,8.55,420,5,0
947853,Butwal,Standard,6.07,239,2,1
824974,Dharan,Standard,0.72,32,0,0
465402,Pokhara,Premium,6.52,431,5,0
446688,Dharan,Standard,5.96,228,3,0
551871,Pokhara,Standard,8.13,181,5,1
422136,Butwal,Basic,9.39,24,2,1
557764,Lalitpur,Standard,9.06,39,1,1
169098,Biratnagar,Standard,0.35,212,5,0
788621,Butwal,Premium,5.73,548,4,0
804131,Bhaktapur,Basic,4.78,163,1,1
881057,Lalitpur,Standard,0.4,536,4,0
780571,Dharan,Premium,3.17,428,0,0
168234,Bhaktapur,Standard,7.42,461,2,0
177386,Bhaktapur,Basic,4.6,359,1,1
671258,Kathmandu,Standard,0.52,152,1,0
367858,Butwal,Premium,5.76,198,4,0
434733,Dharan,Basic,4.11,295,0,1
948783,Pokhara,Premium,8.03,114,2,1
434152,Kathmandu,Premium,1.41,76,0,1
809741,Kathmandu,Basic,6.39,142,3,0
451841,Kathmandu,Basic,5.9,97,0,1
985223,Pokhara,Basic,0.65,544,3,1
550837,Butwal,Basic,3.33,479,2,1
398900,Biratnagar,Standard,7.37,268,0,0
351762,Butwal,Premium,0.15,53,4,0
578378,Biratnagar,Basic,3.77,354,4,0
768208,Biratnagar,Basic,6.92,426,0,0
147004,Bhaktapur,Premium,4.86,460,1,0
316462,Butwal,Basic,2.7,210,5,0
144993,Lalitpur,Basic,1.96,482,3,0
232269,Lalitpur,Basic,1.16,149,5,1
714864,Butwal,Premium,10.0,50,4,0
137755,Kathmandu,Premium,9.76,370,3,1
769483,Biratnagar,Standard,2.85,444,2,0
308454,Kathmandu,Standard,3.56,342,5,1
714048,Pokhara,Basic,8.58,427,1,0
757624,Lalitpur,Standard,3.2,58,0,1
688970,Biratnagar,Premium,1.52,466,5,1
476475,Bhaktapur,Standard,7.62,456,3,0
141453,Biratnagar,Standard,5.98,255,4,1
433144,Kathmandu,Premium,1.91,273,4,0
134986,Biratnagar,Basic,6.04,337,3,1
504026,Butwal,Premium,3.3,306,2,0
469768,Pokhara,Standard,6.9,492,5,0
298875,Dharan,Standard,5.73,121,3,1
