tower_id,timestamp,data_load_MB,active_users,network_type
TWR3546,2025-11-14 01:07:41.049658,4302.54,85,VoLTE
TWR5195,2025-10-29 20:04:44.603615,273.7,445,5G
TWR8903,2025-11-10 04:54:52.602077,3625.75,132,5G
TWR6993,2025-11-13 01:26:45.967005,554.57,313,VoLTE
TWR5109,2025-11-15 22:09:43.391084,3890.78,455,5G
TWR8294,2025-11-17 22:23:44.932647,1576.92,453,4G
TWR3654,2025-11-07 06:23:59.364734,529.96,267,5G
TWR5883,2025-11-14 01:09:53.154798,798.13,115,5G
TWR9958,2025-11-20 13:44:52.393400,1838.71,308,4G
TWR3062,2025-11-20 06:29:06.185218,2941.26,123,VoLTE
TWR5559,2025-11-06 16:13:59.520225,4456.48,216,VoLTE
TWR8757,2025-11-06 01:08:33.994557,4067.85,484,VoLTE
TWR8437,2025-11-23 13:13:20.881241,3480.03,95,VoLTE
TWR3954,2025-11-12 04:44:20.243734,4876.76,14,5G
TWR9006,2025-11-16 21:18:09.831831,1172.14,241,VoLTE
TWR2347,2025-11-13 05:52:31.701881,390.87,160,4G
TWR4514,2025-10-31 20:55:37.774137,1296.11,439,4G
TWR1053,2025-11-22 04:44:57.988906,813.42,218,VoLTE
TWR2789,2025-10-27 09:03:27.995425,2844.52,144,5G
TWR1837,2025-11-10 07:36:45.906852,744.74,443,VoLTE
TWR2919,2025-11-10 05:11:52.751231,3436.34,443,5G
TWR3219,2025-11-13 23:43:35.824264,4102.4,465,5G
TWR1418,2025-10-28 19:16:27.191657,1226.8,340,5G
TWR7978,2025-11-18 23:47:49.950615,4766.66,19,5G
TWR9378,2025-11-10 18:49:52.302707,1592.52,87,4G
TWR1728,2025-10-30 10:26:31.923883,2175.47,213,4G
TWR5180,2025-11-25 04:12:09.165285,4850.5,448,5G
TWR7875,2025-11-17 01:31:13.537252,2063.06,199,5G
TWR3701,2025-11-11 16:46:15.150937,3063.61,170,VoLTE
TWR4537,2025-11-13 13:20:00.420302,3986.61,127,VoLTE
TWR7843,2025-11-10 01:25:46.010994,141.59,20,4G
TWR4336,2025-10-28 04:09:27.439029,3552.72,375,5G
TWR1598,2025-10-27 10:32:45.061320,4666.16,404,VoLTE
TWR9415,2025-10-29 14:15:57.625187,1608.0,286,VoLTE
TWR3350,2025-11-20 23:02:51.725477,2301.13,439,VoLTE
TWR8204,2025-10-27 18:50:34.479530,2983.55,457,5G
TWR4201,2025-11-11 02:19:21.263342,3266.46,416,4G
TWR2309,2025-11-10 09:35:10.872180,2667.22,372,VoLTE
TWR3147,2025-10-26 11:11:15.478298,314.32,144,5G
TWR8024,2025-11-01 11:39:48.322116,4898.25,442,5G
TWR6479,2025-11-03 11:47:00.687785,1433.94,231,4G
TWR2417,2025-11-07 13:14:57.865169,2723.23,164,4G
TWR6369,2025-10-26 22:37:35.135383,4800.21,384,5G
TWR7744,2025-11-20 19:23:59.588102,1857.12,71,5G
TWR3056,2025-11-05 17:02:16.193906,4243.69,64,VoLTE
TWR5873,2025-11-01 18:51:48.666622,2075.07,393,4G
TWR2922,2025-11-22 23:11:03.556494,4063.08,280,4G
TWR6816,2025-11-11 04:33:34.304094,4156.06,459,5G
TWR8723,2025-11-12 09:51:03.310342,2970.73,218,4G
TWR9722,2025-11-13 07:10:25.063926,4035.01,482,VoLTE
TWR8181,2025-11-19 16:01:35.649442,3305.4,110,VoLTE
TWR7257,2025-11-08 04:51:38.639416,2106.4,193,VoLTE
TWR4998,2025-11-22 18:43:53.194955,1305.69,274,5G
TWR7192,2025-10-26 19:05:04.192614,1078.4,473,4G
TWR1369,2025-11-14 03:02:12.512470,2428.83,337,4G
TWR6229,2025-11-04 16:06:39.481208,2021.49,296,VoLTE
TWR2147,2025-11-13 07:18:56.538929,4845.07,361,4G
TWR1974,2025-10-28 08:49:08.945132,482.6,222,5G
TWR8282,2025-11-01 10:26:06.784237,1722.66,303,4G
TWR6928,2025-10-26 16:12:58.449137,3622.43,272,4G
TWR4167,2025-11-21 12:49:34.660570,4573.98,273,4G
TWR9159,2025-11-18 13:35:02.399233,4164.71,195,4G
TWR7630,2025-11-19 01:14:41.857556,4435.37,64,VoLTE
TWR4411,2025-11-04 11:06:20.269750,1243.28,392,VoLTE
TWR5080,2025-11-19 17:03:48.578280,1559.87,173,VoLTE
TWR5493,2025-11-01 02:45:14.222825,2787.78,155,VoLTE
TWR2176,2025-11-02 17:26:06.627700,1658.23,214,4G
TWR3904,2025-11-03 11:52:31.255660,4125.33,41,5G
TWR6016,2025-11-05 17:57:23.770521,2321.29,224,4G
TWR3349,2025-10-30 12:34:39.985194,4130.25,492,5G
TWR9960,2025-11-18 01:47:52.233127,4002.81,423,VoLTE
TWR4472,2025-11-02 09:21:45.424955,2776.82,184,5G
TWR5585,2025-11-17 04:25:36.417955,1073.36,406,4G
TWR5022,2025-11-09 22:18:38.628166,103.27,293,5G
TWR9559,2025-11-19 13:42:31.767508,2878.57,48,4G
TWR2086,2025-11-21 18:56:29.378858,911.03,110,5G
TWR3688,2025-11-15 23:49:59.405957,3748.92,153,5G
TWR4897,2025-11-14 19:14:33.623471,2931.96,57,4G
TWR4575,2025-11-05 01:23:13.517426,756.06,164,VoLTE
TWR6309,2025-10-28 02:45:24.187682,1190.95,75,5G
TWR8099,2025-11-03 09:12:02.346949,2061.92,281,4G
TWR1313,2025-10-27 08:47:20.777623,399.21,472,VoLTE
TWR1302,2025-11-08 11:44:47.230769,753.75,117,4G
TWR8700,2025-11-05 04:19:45.319781,3093.84,491,5G
TWR7718,2025-11-19 22:17:35.072233,4777.99,349,4G
TWR5626,2025-10-29 01:49:17.678470,4581.86,154,4G
TWR4038,2025-11-19 09:02:01.390729,2132.78,12,VoLTE
TWR5351,2025-10-26 23:24:48.797446,1435.36,53,4G
TWR4028,2025-11-22 04:31:15.250028,2046.54,457,5G
TWR8182,2025-11-12 13:48:48.406116,4524.57,124,5G
TWR5583,2025-11-03 01:06:16.488210,2192.68,366,4G
TWR4202,2025-11-03 02:02:17.997764,1051.49,27,4G
TWR8637,2025-11-02 15:29:04.818632,3951.55,257,VoLTE
TWR5759,2025-11-09 05:57:40.865124,2848.49,134,5G
TWR2559,2025-11-15 01:39:46.630809,367.8,178,VoLTE
TWR2855,2025-11-15 20:46:39.911502,2203.36,41,4G
TWR1118,2025-11-20 03:52:24.147661,3446.2,61,4G
TWR6990,2025-11-21 14:46:36.546728,4163.52,499,4G
TWR6226,2025-10-28 03:32:19.842847,806.29,135,4G
TWR9849,2025-11-08 08:52:47.763429,4111.0,249,VoLTE
TWR4222,2025-10-29 18:31:11.775591,3932.53,199,5G
TWR1914,2025-11-19 13:24:25.951775,481.93,491,5G
TWR2363,2025-11-13 06:30:03.002698,456.71,276,5G
TWR7015,2025-11-11 17:33:48.354040,1010.51,443,VoLTE
TWR1933,2025-11-11 18:15:14.620231,4490.58,197,VoLTE
TWR3853,2025-11-06 06:54:41.167608,1029.81,178,5G
TWR9950,2025-11-17 10:34:13.612290,3468.49,445,4G
TWR3383,2025-11-01 17:52:42.284010,4204.07,155,4G
TWR7881,2025-11-23 07:44:50.621929,287.97,337,VoLTE
TWR1950,2025-11-09 22:34:59.587495,3158.7,309,VoLTE
TWR1982,2025-11-08 22:27:08.397478,4033.43,416,5G
TWR6919,2025-11-08 15:28:02.951330,661.81,188,5G
TWR7416,2025-10-30 22:43:59.252537,2238.3,470,5G
TWR1396,2025-10-29 08:39:54.278207,3931.18,476,4G
TWR7136,2025-11-04 11:27:06.219848,2572.63,175,4G
TWR1969,2025-11-12 12:18:56.952043,3301.58,422,5G
TWR8692,2025-11-07 03:10:48.258678,1704.81,329,4G
TWR1568,2025-11-16 22:21:00.294681,271.8,388,5G
TWR3041,2025-11-23 22:53:07.190951,3718.87,417,VoLTE
TWR1174,2025-11-06 02:10:39.032214,3110.09,451,VoLTE
TWR8869,2025-11-05 09:31:50.565122,809.28,333,5G
TWR5535,2025-11-03 10:36:33.335324,1739.25,409,VoLTE
TWR4265,2025-11-09 20:10:08.829297,1133.94,215,VoLTE
TWR8367,2025-10-26 07:48:56.505595,3063.77,363,5G
TWR8124,2025-11-02 11:37:36.570474,237.04,86,VoLTE
TWR5113,2025-10-30 20:34:24.923535,1712.29,139,5G
TWR8186,2025-10-30 21:24:09.072632,2341.34,292,4G
TWR8509,2025-11-01 06:53:38.315609,2238.26,252,4G
TWR2137,2025-10-27 19:27:14.741791,3109.59,27,VoLTE
TWR3598,2025-11-22 19:42:32.502402,4632.3,425,4G
TWR5937,2025-11-18 19:40:40.710458,2453.75,392,4G
TWR9614,2025-11-06 03:36:58.665015,4721.45,358,4G
TWR4257,2025-11-22 05:20:29.846017,3376.97,264,4G
TWR9223,2025-11-01 00:25:29.821876,4116.88,96,4G
TWR4753,2025-11-05 16:01:04.094246,1983.45,52,4G
TWR6859,2025-11-01 04:26:05.977283,1121.46,150,5G
TWR7129,2025-11-12 14:06:45.625539,4136.27,430,5G
TWR5839,2025-11-12 19:39:23.474151,195.33,59,5G
TWR1621,2025-11-03 00:41:07.270871,1965.22,114,5G
TWR8826,2025-11-17 21:01:16.658384,1205.3,122,VoLTE
TWR6848,2025-11-22 12:07:08.775855,3699.59,497,VoLTE
TWR4807,2025-10-26 11:21:47.087072,1831.86,197,VoLTE
TWR7948,2025-11-02 05:48:56.436382,771.41,248,4G
TWR1380,2025-10-29 22:46:03.892067,518.26,217,4G
TWR4384,2025-10-31 14:59:11.172896,1464.77,303,VoLTE
TWR6366,2025-11-22 09:42:09.192410,3452.18,261,4G
TWR9311,2025-11-19 15:27:31.381816,4292.5,491,5G
TWR6609,2025-11-05 23:21:14.961674,1482.06,314,5G
TWR2673,2025-10-27 08:21:58.933032,3950.33,280,5G
TWR7378,2025-11-20 14:42:06.045074,4634.14,210,VoLTE
TWR7679,2025-11-23 14:12:40.865241,4676.22,314,4G
TWR9812,2025-11-06 12:51:34.281831,4898.07,91,VoLTE
TWR3657,2025-11-03 22:10:47.962713,2098.53,494,4G
TWR8480,2025-11-11 03:48:26.791766,3347.24,32,VoLTE
TWR9101,2025-11-04 19:37:44.697156,3180.31,224,4G
TWR8690,2025-11-20 15:17:35.424149,3797.53,345,5G
TWR9329,2025-11-01 23:54:54.190319,2010.73,497,VoLTE
TWR6758,2025-11-18 16:29:01.735700,4995.33,247,5G
TWR4750,2025-10-28 06:49:13.604959,2746.03,467,4G
TWR5263,2025-11-20 05:13:52.480489,2534.04,14,VoLTE
TWR9575,2025-11-09 02:27:20.424557,4004.78,317,4G
TWR9707,2025-11-18 18:13:42.811180,4556.7,231,5G
TWR4553,2025-11-24 21:51:15.582183,1551.83,269,VoLTE
TWR5269,2025-10-29 20:27:09.488738,3843.57,347,5G
TWR5324,2025-10-30 06:33:53.350796,4551.63,57,4G
TWR8375,2025-11-04 08:45:22.093860,974.82,180,5G
TWR2803,2025-11-19 12:31:55.569433,3957.62,453,4G
TWR3804,2025-10-27 02:19:25.449495,3913.83,303,4G
TWR5217,2025-11-20 14:22:06.269681,3894.67,417,VoLTE
TWR6186,2025-10-28 17:16:32.231504,1599.78,77,5G
TWR9093,2025-11-11 18:08:27.602053,1521.23,60,VoLTE
TWR7429,2025-11-13 11:52:56.572366,1798.29,447,5G
TWR1103,2025-10-26 20:17:44.487020,383.19,202,5G
TWR9093,2025-11-21 00:38:28.808573,795.66,162,4G
TWR2871,2025-11-18 14:11:52.124466,280.37,21,VoLTE
TWR1120,2025-11-04 15:31:30.083837,4054.21,159,4G
TWR8126,2025-11-21 04:25:11.076131,3820.67,201,5G
TWR8021,2025-11-08 12:58:28.836550,942.6,359,4G
TWR8531,2025-11-01 19:17:51.715158,2534.11,263,4G
TWR5561,2025-10-31 06:24:58.158125,4729.53,191,4G
TWR6306,2025-11-04 22:11:43.081026,1984.87,206,5G
TWR6380,2025-11-10 13:12:20.670502,1944.97,23,4G
TWR1523,2025-11-14 05:26:10.289330,3545.34,131,VoLTE
TWR9268,2025-11-01 19:28:38.995425,239.06,216,4G
TWR2239,2025-11-03 23:35:36.209112,3786.29,351,5G
TWR5867,2025-11-04 19:07:26.019039,2422.74,377,4G
TWR3095,2025-10-26 16:45:21.840166,2441.51,110,VoLTE
TWR9337,2025-11-17 15:51:40.192544,1212.81,10,4G
TWR5808,2025-11-08 13:50:50.451127,1564.83,339,VoLTE
TWR7920,2025-11-21 20:31:52.725510,186.32,27,VoLTE
TWR2330,2025-11-16 02:29:13.853269,3846.88,364,VoLTE
TWR6629,2025-11-02 14:53:49.006240,1547.16,490,4G
TWR6316,2025-11-09 21:08:23.552094,4032.87,332,5G
TWR8205,2025-11-21 01:25:47.753578,1706.87,45,VoLTE
TWR6344,2025-11-05 09:20:44.730896,2382.89,287,5G
TWR1814,2025-11-07 22:18:05.636775,265.58,325,VoLTE
TWR5922,2025-10-31 18:48:46.672670,2961.36,373,VoLTE
TWR6539,2025-11-23 07:38:11.505627,2032.23,349,4G
TWR7429,2025-11-07 10:26:01.370090,1947.13,372,5G
TWR7564,2025-11-12 00:17:50.779897,3014.58,468,VoLTE
TWR3951,2025-11-15 00:02:26.546033,1714.4,352,5G
TWR1609,2025-11-03 01:46:58.167333,1159.05,203,VoLTE
TWR5152,2025-11-15 18:07:27.023653,1690.75,446,5G
TWR2175,2025-11-20 03:46:34.680498,3464.43,391,VoLTE
TWR8152,2025-11-19 09:19:47.070570,3067.22,439,VoLTE
TWR4361,2025-11-11 01:55:05.893122,1689.96,301,5G
TWR9597,2025-11-21 14:01:17.183620,1943.17,382,VoLTE
TWR5109,2025-11-01 16:17:49.519580,1423.97,211,4G
TWR8693,2025-10-31 07:41:49.524139,2790.84,48,4G
TWR7582,2025-11-24 00:47:11.814340,169.28,406,5G
TWR4068,2025-10-27 19:14:05.009132,234.01,94,VoLTE
TWR4321,2025-11-18 06:03:30.979327,328.06,103,VoLTE
TWR2845,2025-11-13 21:33:31.499993,2368.2,386,5G
TWR3418,2025-11-16 15:27:42.970401,4443.18,345,VoLTE
TWR5308,2025-11-25 06:34:59.404095,2472.88,152,4G
TWR1062,2025-11-16 08:18:13.833168,254.5,462,VoLTE
TWR2312,2025-11-21 22:23:16.123913,4157.69,454,4G
TWR4964,2025-11-12 04:14:56.744865,4767.29,178,VoLTE
TWR6401,2025-11-08 03:33:11.632266,3088.11,119,5G
TWR3102,2025-11-19 07:43:10.963968,4962.38,243,4G
TWR4321,2025-10-28 18:19:51.776997,459.69,174,VoLTE
TWR6968,2025-10-27 06:29:12.354808,903.78,427,4G
TWR5766,2025-11-02 13:16:19.174513,4768.88,339,5G
TWR3104,2025-11-20 12:00:07.076432,4887.63,359,VoLTE
TWR7177,2025-11-08 23:39:31.779881,975.28,86,4G
TWR1389,2025-10-30 22:58:44.927909,3811.92,106,4G
TWR7251,2025-10-29 19:47:57.300608,475.53,171,VoLTE
TWR6089,2025-11-19 15:32:44.557266,2364.42,353,4G
TWR6557,2025-11-01 22:29:05.362922,4359.86,19,4G
TWR9855,2025-10-30 19:01:27.902174,1596.77,282,5G
TWR2441,2025-11-04 14:20:26.680948,3943.95,119,VoLTE
TWR5386,2025-11-07 02:42:32.637709,1318.36,324,5G
TWR5156,2025-10-31 12:11:09.712882,3852.15,10,4G
TWR6695,2025-11-24 15:22:40.178571,2372.02,295,5G
TWR9524,2025-11-24 03:29:05.439390,2827.22,153,VoLTE
TWR8688,2025-11-19 17:01:10.550064,116.18,320,VoLTE
TWR9032,2025-11-12 02:56:56.096789,4310.23,435,VoLTE
TWR7826,2025-11-10 02:26:28.338866,479.51,179,4G
TWR2906,2025-11-05 05:17:39.498025,1193.45,325,4G
TWR4730,2025-10-30 20:48:50.529232,2369.5,244,5G
TWR3359,2025-11-14 22:14:48.567935,4069.38,316,VoLTE
TWR5659,2025-11-11 22:32:45.219170,2450.98,176,5G
TWR5363,2025-11-15 18:20:55.950605,1867.83,339,4G
TWR6425,2025-11-15 08:25:03.010878,4626.21,285,VoLTE
TWR9202,2025-10-27 09:27:01.600434,3453.77,365,VoLTE
TWR3998,2025-11-19 02:35:37.502778,3555.34,267,4G
TWR7079,2025-11-21 01:23:18.539618,4496.81,342,VoLTE
TWR5554,2025-10-31 03:08:22.523409,1314.97,416,VoLTE
TWR3575,2025-11-10 23:55:54.040169,1529.92,347,VoLTE
TWR9832,2025-11-06 12:03:04.679953,3730.32,282,5G
TWR3372,2025-11-07 09:18:23.859933,1255.69,229,5G
TWR8358,2025-11-23 00:31:11.029500,2919.03,386,VoLTE
TWR8484,2025-11-08 23:05:28.342301,156.13,118,VoLTE
TWR5324,2025-11-06 10:09:57.603927,4370.98,203,4G
TWR3240,2025-10-28 21:15:28.179671,4007.76,294,VoLTE
TWR5976,2025-11-12 10:36:22.271261,4353.7,114,4G
TWR6918,2025-11-04 08:37:12.130836,122.84,443,5G
TWR2181,2025-11-16 09:12:45.045455,1007.19,443,VoLTE
TWR8731,2025-11-09 23:36:53.936314,3745.14,325,5G
TWR8586,2025-10-28 12:06:18.059085,4733.43,298,4G
TWR1559,2025-11-18 18:07:33.218210,4953.58,178,5G
TWR2051,2025-10-28 05:52:33.857858,3337.67,432,5G
TWR9359,2025-10-27 07:50:23.965692,4258.11,162,4G
TWR5126,2025-11-24 15:17:54.629299,2239.21,268,4G
TWR4186,2025-11-22 05:02:25.749061,2201.64,300,VoLTE
TWR4989,2025-11-21 17:49:24.722206,4100.47,193,VoLTE
TWR3255,2025-11-11 11:45:04.202330,2192.6,398,5G
TWR1525,2025-10-27 21:53:57.542357,4163.47,314,5G
TWR7369,2025-11-19 10:39:46.460724,3840.07,455,5G
TWR2925,2025-11-04 15:24:37.810414,767.05,346,4G
TWR9149,2025-11-13 18:01:37.320495,2260.36,377,4G
TWR7443,2025-11-01 17:43:59.991586,4630.94,181,VoLTE
TWR3573,2025-11-20 14:06:50.710599,1457.17,117,5G
TWR4698,2025-11-20 06:59:33.135529,4977.44,447,5G
TWR5062,2025-11-22 03:08:54.868637,2589.6,166,4G
TWR8593,2025-11-11 23:29:13.823738,2481.38,102,VoLTE
TWR1641,2025-11-18 21:01:09.647994,4664.65,236,4G
TWR7272,2025-11-05 22:41:11.261618,3135.55,23,VoLTE
TWR1708,2025-11-08 17:37:07.269992,1994.4,48,VoLTE
TWR1292,2025-11-20 01:50:08.886409,1333.5,344,VoLTE
TWR2251,2025-11-16 06:52:31.100117,1698.78,120,5G
TWR4331,2025-11-21 08:33:49.809810,2223.97,103,VoLTE
TWR1329,2025-11-22 13:29:58.193094,2561.98,260,5G
TWR5133,2025-11-03 15:26:17.614271,3919.04,379,5G
TWR8255,2025-11-23 12:48:46.373115,3634.39,88,5G
TWR6824,2025-11-02 10:54:36.604897,1211.82,50,5G
TWR1634,2025-11-06 06:59:57.877821,2075.84,242,5G
TWR5087,2025-10-26 08:47:25.015068,2100.81,418,VoLTE
TWR2737,2025-10-28 02:34:28.355742,745.7,316,VoLTE
TWR2205,2025-11-14 18:41:18.370528,2153.02,418,VoLTE
TWR5492,2025-11-05 03:28:39.342872,2069.82,28,4G
TWR1989,2025-11-05 03:33:40.707637,3146.69,143,5G
TWR2857,2025-10-26 09:51:22.071402,3969.12,402,4G
TWR5615,2025-11-15 07:11:03.015151,1044.65,295,5G
TWR3403,2025-11-06 08:43:02.797939,452.82,123,VoLTE
TWR9689,2025-11-13 06:40:59.176679,3255.78,314,4G
TWR6924,2025-10-28 11:55:28.956848,4202.33,126,VoLTE
TWR8455,2025-11-22 20:27:57.743332,2945.62,151,5G
TWR2097,2025-11-16 06:24:47.561906,1652.43,24,5G
TWR5746,2025-10-31 17:10:10.772641,1071.71,331,5G
TWR3128,2025-11-24 06:24:36.011616,1415.29,446,5G
TWR4834,2025-11-24 18:38:26.944814,2403.86,179,5G
TWR9923,2025-11-24 14:07:42.965947,4516.44,499,4G
TWR2845,2025-11-22 15:43:33.010640,2784.78,71,5G
TWR1061,2025-11-04 01:37:15.000553,2196.89,422,4G
TWR6951,2025-11-12 21:12:32.150358,2822.82,230,4G
TWR6050,2025-11-23 23:31:25.160238,4137.0,365,4G
TWR7457,2025-10-28 00:11:37.326911,1801.21,85,5G
TWR7098,2025-11-23 22:22:06.330791,1311.97,411,5G
TWR2871,2025-11-06 05:52:24.134374,2123.49,328,4G
TWR5596,2025-11-07 20:25:27.015720,4716.54,169,4G
TWR1009,2025-11-11 10:53:59.216197,2455.36,44,VoLTE
TWR2139,2025-11-10 05:08:12.641065,4548.13,85,4G
TWR5995,2025-11-24 13:44:13.437963,176.46,247,4G
TWR4589,2025-11-21 16:41:39.372807,171.13,325,4G
TWR5355,2025-11-22 05:09:07.744191,2688.97,377,4G
TWR7883,2025-10-29 22:06:09.758754,338.05,299,4G
TWR7643,2025-10-30 04:44:24.823163,3457.8,24,4G
TWR1633,2025-11-18 06:59:16.225426,1703.67,326,VoLTE
TWR8006,2025-11-07 07:36:32.467566,1036.33,331,5G
TWR1260,2025-11-11 22:05:18.120206,818.17,452,5G
TWR1546,2025-10-31 23:17:23.314045,3563.38,391,4G
TWR1203,2025-11-06 14:45:46.967939,4210.67,75,4G
TWR2637,2025-10-27 19:57:53.856907,3383.7,204,5G
TWR6178,2025-11-17 02:47:07.733273,2398.96,286,VoLTE
TWR8951,2025-11-07 09:21:58.405704,4438.36,368,5G
TWR7379,2025-11-16 13:10:08.833321,3912.85,492,5G
TWR3218,2025-10-30 07:02:30.346012,1900.75,38,4G
TWR1584,2025-11-09 12:43:18.422573,1835.63,303,4G
TWR5358,2025-11-12 01:26:32.383995,3345.72,257,VoLTE
TWR3420,2025-10-27 03:43:15.734038,658.52,223,4G
TWR5303,2025-11-24 09:15:38.467057,287.22,469,5G
TWR2174,2025-10-30 08:51:17.738153,4795.46,465,5G
TWR8783,2025-11-13 21:29:51.814371,1995.71,16,4G
TWR8639,2025-11-12 12:25:24.391272,1799.43,193,VoLTE
TWR5045,2025-10-29 06:08:08.665828,2940.14,378,5G
TWR5850,2025-10-28 12:57:01.960725,2035.56,389,5G
TWR8931,2025-11-09 05:42:36.568433,2023.57,72,5G
TWR9146,2025-11-19 16:41:04.644240,4775.86,248,5G
TWR1772,2025-11-19 00:17:07.522630,1841.33,189,4G
TWR3858,2025-11-05 06:53:49.218258,3396.99,176,5G
TWR3309,2025-10-29 19:31:29.009982,1492.14,178,5G
TWR4901,2025-11-21 02:44:30.856827,1869.66,109,4G
TWR4947,2025-11-06 11:44:15.580014,2319.42,79,4G
TWR8772,2025-10-30 08:58:57.670309,1893.62,78,5G
TWR8485,2025-11-02 00:58:32.759799,1037.27,490,5G
TWR1018,2025-10-27 17:51:13.916115,1385.22,18,4G
TWR9265,2025-11-23 03:07:04.330908,2113.56,243,VoLTE
TWR9191,2025-11-05 21:08:30.244275,2003.22,315,5G
TWR2375,2025-10-28 15:41:21.547565,1136.3,205,4G
TWR7282,2025-11-18 19:16:45.522163,3548.0,126,5G
TWR7425,2025-11-10 21:04:02.253787,404.07,405,4G
TWR2151,2025-11-22 17:07:36.081542,3102.08,488,4G
TWR4760,2025-10-27 12:43:20.244919,3574.61,259,5G
TWR1658,2025-11-11 15:26:19.924630,3610.49,145,5G
TWR2072,2025-10-30 12:28:35.838955,3150.14,42,4G
TWR6924,2025-11-03 23:12:06.887893,1773.18,155,VoLTE
TWR3574,2025-11-09 23:11:56.816489,4935.26,27,5G
TWR5853,2025-11-12 21:40:10.578243,2017.43,324,VoLTE
TWR7009,2025-11-20 18:57:29.089983,3796.39,251,5G
TWR9113,2025-10-26 23:25:31.355135,685.54,36,4G
TWR6154,2025-10-29 17:45:40.229601,4514.37,352,5G
TWR4266,2025-11-13 09:18:26.409914,2399.69,133,VoLTE
TWR9126,2025-11-15 23:43:12.521579,4852.66,453,4G
TWR8972,2025-11-12 00:29:22.898385,3890.64,105,5G
TWR8554,2025-11-07 04:45:33.461975,2134.26,74,VoLTE
TWR2926,2025-11-21 06:45:20.712535,2587.33,338,4G
TWR4526,2025-11-17 13:59:49.953483,4597.09,115,4G
TWR5000,2025-11-04 05:19:54.437022,210.49,189,5G
TWR8919,2025-11-23 12:46:25.664558,2316.17,384,VoLTE
TWR2463,2025-11-21 05:24:21.410263,928.04,125,4G
TWR2336,2025-10-28 20:45:05.009772,1520.64,363,VoLTE
TWR1752,2025-11-01 04:22:53.840601,3949.45,28,5G
TWR2413,2025-10-29 01:48:46.117978,486.01,476,VoLTE
TWR6911,2025-10-26 18:56:04.780103,3023.6,325,VoLTE
TWR7070,2025-11-07 17:37:46.306481,3218.57,183,5G
TWR4289,2025-10-31 22:18:02.483241,2705.82,385,4G
TWR5176,2025-11-17 15:32:58.275680,3900.15,352,VoLTE
TWR2851,2025-11-04 13:47:02.420483,1028.11,379,VoLTE
TWR3062,2025-10-31 15:08:02.073614,2611.51,341,5G
TWR8662,2025-11-17 14:17:37.341906,2474.74,339,VoLTE
TWR3122,2025-11-20 09:40:27.401472,1917.7,86,4G
TWR2246,2025-11-08 16:05:44.080565,170.73,163,4G
TWR8133,2025-11-16 15:01:40.577922,4433.79,353,VoLTE
TWR8580,2025-10-28 05:54:26.363617,991.64,218,VoLTE
TWR4034,2025-10-29 04:00:40.428258,4215.8,58,4G
TWR7251,2025-11-18 21:35:30.045247,2382.24,351,5G
TWR4827,2025-11-05 03:16:26.173836,3634.55,113,4G
TWR4060,2025-11-09 01:25:31.972470,4619.44,196,5G
TWR5711,2025-11-23 06:18:08.031109,4025.93,168,VoLTE
TWR3600,2025-11-18 02:36:45.736903,1650.79,189,VoLTE
TWR6568,2025-10-30 18:59:03.142736,3310.29,344,4G
TWR9580,2025-10-30 04:33:44.139605,3309.7,145,VoLTE
TWR2730,2025-10-31 17:41:16.110571,4297.63,39,4G
TWR8596,2025-11-03 03:20:39.045582,1327.5,500,5G
TWR6251,2025-11-24 22:55:03.461561,2026.76,361,VoLTE
TWR5803,2025-11-04 11:26:06.998818,346.74,327,VoLTE
TWR2167,2025-11-12 17:11:28.924356,1430.21,129,5G
TWR4660,2025-11-22 14:37:38.210013,4202.52,193,5G
TWR6575,2025-11-17 14:28:35.205634,747.73,421,4G
TWR9547,2025-11-09 00:20:05.006506,3028.69,154,4G
TWR6391,2025-11-22 21:33:55.368787,1804.9,35,4G
TWR8390,2025-11-21 16:52:30.901008,2122.53,191,VoLTE
TWR4581,2025-11-08 16:13:44.713576,2863.19,383,4G
TWR2638,2025-11-05 05:18:57.168747,3597.23,494,VoLTE
TWR4551,2025-11-05 02:19:15.575330,2587.77,129,5G
TWR9129,2025-11-03 09:54:24.277647,3114.4,438,4G
TWR8575,2025-10-29 09:22:46.952180,2816.99,277,5G
TWR3026,2025-11-19 05:28:46.490620,3373.04,357,VoLTE
TWR6277,2025-11-03 09:18:49.621629,877.97,207,4G
TWR1076,2025-11-07 05:16:16.716931,4827.89,189,4G
TWR5233,2025-10-29 05:54:42.206626,4293.76,80,5G
TWR6461,2025-10-28 13:24:31.818113,1990.8,257,5G
TWR7908,2025-10-28 11:52:29.945037,1869.09,331,5G
TWR1364,2025-11-21 14:03:37.213070,2502.99,25,4G
TWR2535,2025-11-21 15:26:24.850520,374.2,286,5G
TWR8831,2025-11-03 17:37:48.730321,1306.2,210,5G
TWR9205,2025-11-03 21:24:15.791732,4412.39,440,VoLTE
TWR5792,2025-11-15 17:10:59.174892,3326.8,133,VoLTE
TWR2395,2025-10-30 16:37:20.292509,4509.96,448,VoLTE
TWR2890,2025-10-27 02:57:50.463155,2663.54,373,5G
TWR9569,2025-11-05 19:47:09.508700,140.25,59,VoLTE
TWR3184,2025-11-19 11:48:08.189506,296.83,165,VoLTE
TWR7495,2025-11-19 02:17:14.055923,1861.71,474,4G
TWR8291,2025-11-06 18:46:46.738048,2005.46,265,5G
TWR5209,2025-10-28 07:45:31.940674,1813.78,469,4G
